Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Columbus,Weekly,"2025-01-12 00:00:00",Organic,1.827032168,15013.78,2578.37,2696.60,0.00,9738.82,,,
Columbus,Weekly,"2025-01-06 00:00:00",Organic,1.699002359,21614.83,1508.38,3954.08,0.00,16152.37,,,
"Dallas/Ft. Worth",Weekly,"2025-01-26 00:00:00",Organic,1.406834863,63655.24,14368.12,519.07,0.00,48768.05,,,
"Dallas/Ft. Worth",Weekly,"2025-01-19 00:00:00",Organic,1.435458139,65730.67,15697.07,696.51,0.00,49337.09,,,
"Dallas/Ft. Worth",Weekly,"2025-01-12 00:00:00",Organic,1.425983963,63015.88,18461.17,645.52,0.00,43909.20,,,
"Dallas/Ft. Worth",Weekly,"2025-01-06 00:00:00",Organic,1.445362898,67375.84,24000.02,635.17,0.00,42740.65,,,
Denver,Weekly,"2025-01-26 00:00:00",Organic,1.720816641,52097.37,23924.31,1011.25,0.00,27161.81,,,
Denver,Weekly,"2025-01-19 00:00:00",Organic,1.693472319,61537.12,27245.94,1017.05,0.00,33274.14,,,
Denver,Weekly,"2025-01-12 00:00:00",Organic,1.725671881,49946.89,24632.43,1035.83,0.00,24278.63,,,
Denver,Weekly,"2025-01-06 00:00:00",Organic,1.659889353,55865.82,25187.20,946.64,0.00,29731.98,,,
Detroit,Weekly,"2025-01-26 00:00:00",Organic,1.656048564,28962.22,149.89,4358.34,0.00,24453.99,,,
Detroit,Weekly,"2025-01-19 00:00:00",Organic,1.757738504,27679.30,249.84,5039.15,0.00,22390.31,,,
Detroit,Weekly,"2025-01-12 00:00:00",Organic,1.823474103,26959.78,74.83,5808.60,0.00,21076.36,,,
Detroit,Weekly,"2025-01-06 00:00:00",Organic,1.615687915,30605.01,73.57,4113.27,0.00,26418.17,,,
"Grand Rapids",Weekly,"2025-01-26 00:00:00",Organic,1.356043596,12305.72,42.46,689.25,0.00,11574.01,,,
"Grand Rapids",Weekly,"2025-01-19 00:00:00",Organic,1.441354307,9400.02,56.22,562.11,0.00,8781.69,,,
"Grand Rapids",Weekly,"2025-01-12 00:00:00",Organic,1.446388557,8587.56,51.25,396.66,0.00,8139.65,,,
"Grand Rapids",Weekly,"2025-01-06 00:00:00",Organic,1.378225569,12918.05,57.58,299.50,0.00,12560.98,,,
Harrisburg/Scranton,Weekly,"2025-01-26 00:00:00",Organic,1.524788195,27608.01,301.76,602.90,0.00,26703.36,,,
Harrisburg/Scranton,Weekly,"2025-01-19 00:00:00",Organic,1.514347086,23130.17,274.37,609.05,0.00,22246.75,,,
Harrisburg/Scranton,Weekly,"2025-01-12 00:00:00",Organic,1.562128585,20037.75,295.69,592.18,0.00,19149.88,,,
Harrisburg/Scranton,Weekly,"2025-01-06 00:00:00",Organic,1.472862927,27276.71,313.96,582.20,0.00,26380.55,,,
Hartford/Springfield,Weekly,"2025-01-26 00:00:00",Organic,1.394385711,32638.73,632.57,97.38,0.00,31908.79,,,
Hartford/Springfield,Weekly,"2025-01-19 00:00:00",Organic,1.481715601,26072.70,552.97,184.79,0.00,25334.94,,,
Hartford/Springfield,Weekly,"2025-01-12 00:00:00",Organic,1.417701340,30602.13,750.83,196.01,0.00,29655.28,,,
Hartford/Springfield,Weekly,"2025-01-06 00:00:00",Organic,1.276818502,36081.09,770.88,243.55,0.00,35066.66,,,
Houston,Weekly,"2025-01-26 00:00:00",Organic,1.402481881,34369.95,9557.59,362.22,0.00,24450.14,,,
Houston,Weekly,"2025-01-19 00:00:00",Organic,1.410902552,40476.57,12113.36,533.90,0.00,27829.31,,,
Houston,Weekly,"2025-01-12 00:00:00",Organic,1.402163620,37376.50,11617.56,540.17,0.00,25218.77,,,
Houston,Weekly,"2025-01-06 00:00:00",Organic,1.331839344,37627.93,10433.49,427.66,0.00,26766.77,,,
Indianapolis,Weekly,"2025-01-26 00:00:00",Organic,1.858533973,13711.35,1496.27,2097.49,0.00,10117.59,,,
Indianapolis,Weekly,"2025-01-19 00:00:00",Organic,1.705703856,17929.65,971.16,3115.22,0.00,13843.27,,,
Indianapolis,Weekly,"2025-01-12 00:00:00",Organic,1.702461477,14810.31,1031.57,2130.56,0.00,11648.18,,,
Indianapolis,Weekly,"2025-01-06 00:00:00",Organic,1.757813193,16701.96,2477.67,1501.37,0.00,12722.92,,,
Jacksonville,Weekly,"2025-01-26 00:00:00",Organic,1.594000275,14494.00,143.08,77.16,0.00,14273.76,,,
Jacksonville,Weekly,"2025-01-19 00:00:00",Organic,1.670493511,11951.93,107.55,85.06,0.00,11759.32,,,
Jacksonville,Weekly,"2025-01-12 00:00:00",Organic,1.669892009,13934.84,125.38,102.29,0.00,13707.17,,,
Jacksonville,Weekly,"2025-01-06 00:00:00",Organic,1.495144338,17086.20,90.17,76.82,0.00,16919.22,,,
"Las Vegas",Weekly,"2025-01-26 00:00:00",Organic,1.687418549,26478.79,9080.62,2703.59,0.00,14694.58,,,
"Las Vegas",Weekly,"2025-01-19 00:00:00",Organic,1.630093540,27156.20,8830.04,2508.98,0.00,15817.18,,,
"Las Vegas",Weekly,"2025-01-12 00:00:00",Organic,1.638835298,24494.65,8461.66,2296.93,0.00,13736.06,,,
"Las Vegas",Weekly,"2025-01-06 00:00:00",Organic,1.548896136,21585.56,6498.49,1592.73,0.00,13494.33,,,
"Los Angeles",Weekly,"2025-01-26 00:00:00",Organic,1.867898385,156110.33,53639.60,9524.05,0.00,92946.69,,,
"Los Angeles",Weekly,"2025-01-19 00:00:00",Organic,1.886000443,153905.87,57314.46,10941.69,0.00,85649.72,,,
"Los Angeles",Weekly,"2025-01-12 00:00:00",Organic,1.868075499,179479.32,63467.04,13522.89,0.00,102489.40,,,
"Los Angeles",Weekly,"2025-01-06 00:00:00",Organic,1.877338967,160324.66,56176.17,12752.52,0.00,91395.97,,,
Louisville,Weekly,"2025-01-26 00:00:00",Organic,1.900436814,9018.03,775.36,2221.89,0.00,6020.79,,,
Louisville,Weekly,"2025-01-19 00:00:00",Organic,1.853340268,11284.75,1500.37,2172.44,0.00,7611.95,,,
Louisville,Weekly,"2025-01-12 00:00:00",Organic,1.851910534,9887.84,2265.88,843.03,0.00,6778.93,,,
Louisville,Weekly,"2025-01-06 00:00:00",Organic,1.827154338,13637.93,496.17,3406.22,0.00,9735.54,,,
"Miami/Ft. Lauderdale",Weekly,"2025-01-26 00:00:00",Organic,1.372687791,87799.29,213.52,644.69,0.00,86941.09,,,
"Miami/Ft. Lauderdale",Weekly,"2025-01-19 00:00:00",Organic,1.428119898,69108.30,264.84,815.85,0.00,68027.61,,,
"Miami/Ft. Lauderdale",Weekly,"2025-01-12 00:00:00",Organic,1.387085211,79867.97,331.18,893.55,0.00,78643.25,,,
"Miami/Ft. Lauderdale",Weekly,"2025-01-06 00:00:00",Organic,1.387772264,88426.56,386.50,722.40,0.00,87317.66,,,
Nashville,Weekly,"2025-01-26 00:00:00",Organic,1.670764486,25697.14,908.95,3988.17,0.00,20800.01,,,
Nashville,Weekly,"2025-01-19 00:00:00",Organic,1.710702628,26622.75,1505.42,4096.81,0.00,21020.52,,,
Nashville,Weekly,"2025-01-12 00:00:00",Organic,1.709974757,25094.84,2415.15,2713.85,0.00,19965.84,,,
Nashville,Weekly,"2025-01-06 00:00:00",Organic,1.627548094,29879.15,794.70,4408.26,0.00,24676.18,,,
"Northern New England",Weekly,"2025-01-26 00:00:00",Organic,1.818131965,18257.84,2046.62,27.06,0.00,16184.17,,,
"Northern New England",Weekly,"2025-01-19 00:00:00",Organic,1.833442230,18920.01,1162.22,230.22,0.00,17527.57,,,
"Northern New England",Weekly,"2025-01-12 00:00:00",Organic,1.876885442,16291.73,2031.82,267.95,0.00,13991.95,,,
"Northern New England",Weekly,"2025-01-06 00:00:00",Organic,1.817939239,18437.72,1965.01,260.79,0.00,16211.93,,,
"New Orleans/Mobile",Weekly,"2025-01-26 00:00:00",Organic,1.351328472,18162.41,235.05,104.63,0.00,17822.73,,,
"New Orleans/Mobile",Weekly,"2025-01-19 00:00:00",Organic,1.347174292,14675.36,424.81,109.16,0.00,14141.38,,,
"New Orleans/Mobile",Weekly,"2025-01-12 00:00:00",Organic,1.292933887,18077.39,356.40,19.95,0.00,17701.04,,,
"New Orleans/Mobile",Weekly,"2025-01-06 00:00:00",Organic,1.293108466,21239.20,370.56,12.44,0.00,20856.20,,,
"New York",Weekly,"2025-01-26 00:00:00",Organic,1.592626759,159007.30,10067.40,13024.39,4.45,135911.06,,,
"New York",Weekly,"2025-01-19 00:00:00",Organic,1.609411028,133564.56,11289.81,11343.76,40.20,110890.78,,,
"New York",Weekly,"2025-01-12 00:00:00",Organic,1.613733454,151135.71,15328.96,14448.09,29.07,121329.59,,,
"New York",Weekly,"2025-01-06 00:00:00",Organic,1.502326057,161270.83,13527.60,12524.92,8.93,135209.38,,,
Orlando,Weekly,"2025-01-26 00:00:00",Organic,1.476453648,46583.01,197.53,205.28,0.00,46180.21,,,
Orlando,Weekly,"2025-01-19 00:00:00",Organic,1.549039975,37700.71,212.81,214.30,0.00,37273.59,,,
Orlando,Weekly,"2025-01-12 00:00:00",Organic,1.476204934,40078.75,199.99,295.58,0.00,39583.19,,,
Orlando,Weekly,"2025-01-06 00:00:00",Organic,1.432022577,48140.51,273.00,228.38,0.00,47639.13,,,
Peoria/Springfield,Weekly,"2025-01-26 00:00:00",Organic,1.441567592,12233.67,797.61,1340.27,0.00,10095.79,,,
Peoria/Springfield,Weekly,"2025-01-19 00:00:00",Organic,1.474702702,11267.90,651.55,1458.35,0.00,9158.00,,,
Peoria/Springfield,Weekly,"2025-01-12 00:00:00",Organic,1.422175058,10322.36,599.51,1313.97,0.00,8408.88,,,
Peoria/Springfield,Weekly,"2025-01-06 00:00:00",Organic,1.425564766,11169.58,858.68,825.51,0.00,9485.39,,,
Philadelphia,Weekly,"2025-01-26 00:00:00",Organic,1.583257883,48654.65,1779.83,3424.79,0.00,43450.04,,,
Philadelphia,Weekly,"2025-01-19 00:00:00",Organic,1.557212510,34767.09,1613.14,1976.74,0.00,31177.21,,,
Philadelphia,Weekly,"2025-01-12 00:00:00",Organic,1.778821554,35294.63,1988.24,4394.36,0.00,28912.03,,,
Philadelphia,Weekly,"2025-01-06 00:00:00",Organic,1.566624155,48231.13,1910.72,3589.33,0.00,42731.07,,,
Phoenix/Tucson,Weekly,"2025-01-26 00:00:00",Organic,1.460451719,45028.73,13381.02,5416.66,0.00,26231.05,,,
Phoenix/Tucson,Weekly,"2025-01-19 00:00:00",Organic,1.366198788,52658.01,12397.10,5435.20,0.00,34825.71,,,
Phoenix/Tucson,Weekly,"2025-01-12 00:00:00",Organic,1.387923244,52119.73,14460.26,4346.75,0.00,33312.72,,,
Phoenix/Tucson,Weekly,"2025-01-06 00:00:00",Organic,1.330817590,47559.59,12470.09,3527.86,0.00,31561.65,,,
Pittsburgh,Weekly,"2025-01-26 00:00:00",Organic,1.318269452,15497.77,1347.12,0.00,0.00,14150.65,,,
Pittsburgh,Weekly,"2025-01-19 00:00:00",Organic,1.359660695,9993.71,1172.68,6.89,0.00,8814.14,,,
Pittsburgh,Weekly,"2025-01-12 00:00:00",Organic,1.375470857,10222.07,1500.92,1.97,0.00,8719.17,,,
Pittsburgh,Weekly,"2025-01-06 00:00:00",Organic,1.339919489,13144.48,1261.11,2.95,0.00,11880.42,,,
Portland,Weekly,"2025-01-26 00:00:00",Organic,2.474144460,37866.92,18.31,22158.04,0.00,15690.57,,,
Portland,Weekly,"2025-01-19 00:00:00",Organic,2.404427780,37320.96,242.11,21972.79,0.00,15106.06,,,
Portland,Weekly,"2025-01-12 00:00:00",Organic,2.333690615,43506.18,2178.96,23946.47,0.00,17380.75,,,
Portland,Weekly,"2025-01-06 00:00:00",Organic,2.414293825,44558.47,173.27,26245.23,0.00,18139.97,,,
Providence,Weekly,"2025-01-26 00:00:00",Organic,1.342776670,10282.17,4.32,0.00,0.00,10277.86,,,
Providence,Weekly,"2025-01-19 00:00:00",Organic,1.370919559,9020.32,6.79,14.33,0.00,8999.21,,,
Providence,Weekly,"2025-01-12 00:00:00",Organic,1.303318598,9496.29,24.09,9.04,0.00,9463.16,,,
Providence,Weekly,"2025-01-06 00:00:00",Organic,1.236011575,10182.82,4.52,4.52,0.00,10173.79,,,
Raleigh/Greensboro,Weekly,"2025-01-26 00:00:00",Organic,1.400997595,55593.33,1625.10,1153.42,0.00,52814.81,,,
Raleigh/Greensboro,Weekly,"2025-01-19 00:00:00",Organic,1.370876678,51055.31,1127.24,1644.81,0.00,48283.26,,,
Raleigh/Greensboro,Weekly,"2025-01-12 00:00:00",Organic,1.414547470,50611.37,441.15,1770.38,0.00,48399.84,,,
Raleigh/Greensboro,Weekly,"2025-01-06 00:00:00",Organic,1.380787877,53506.35,536.20,2060.74,0.00,50909.41,,,
Richmond/Norfolk,Weekly,"2025-01-26 00:00:00",Organic,1.452700171,34677.75,1309.69,2247.20,0.00,31120.86,,,
Richmond/Norfolk,Weekly,"2025-01-19 00:00:00",Organic,1.434637173,38330.71,1995.16,2205.52,0.00,34130.03,,,
Richmond/Norfolk,Weekly,"2025-01-12 00:00:00",Organic,1.377698256,38621.75,2099.82,1751.51,0.00,34770.43,,,
Richmond/Norfolk,Weekly,"2025-01-06 00:00:00",Organic,1.379468494,43118.40,1554.03,2439.48,0.00,39124.90,,,
Roanoke,Weekly,"2025-01-26 00:00:00",Organic,1.624889049,17806.53,644.91,2436.05,0.00,14725.57,,,
Roanoke,Weekly,"2025-01-19 00:00:00",Organic,1.687432757,17885.29,1897.01,1936.87,0.00,14051.41,,,
Roanoke,Weekly,"2025-01-12 00:00:00",Organic,1.731057524,16451.44,2287.96,1305.66,0.00,12857.82,,,
Roanoke,Weekly,"2025-01-06 00:00:00",Organic,1.650564037,20890.89,1693.85,2091.74,0.00,17105.30,,,
Sacramento,Weekly,"2025-01-26 00:00:00",Organic,1.739821406,16463.66,3576.54,944.96,0.00,11942.17,,,
Sacramento,Weekly,"2025-01-19 00:00:00",Organic,1.750678080,16849.84,5065.97,1247.48,0.00,10536.39,,,
Sacramento,Weekly,"2025-01-12 00:00:00",Organic,1.708024274,16629.33,3519.00,1259.88,0.00,11850.45,,,
Sacramento,Weekly,"2025-01-06 00:00:00",Organic,1.753493868,20630.63,5525.68,988.01,0.00,14116.94,,,
"San Diego",Weekly,"2025-01-26 00:00:00",Organic,1.920159619,28593.06,11896.99,1785.44,0.00,14910.64,,,
"San Diego",Weekly,"2025-01-19 00:00:00",Organic,1.963547671,29479.37,12449.45,2153.37,0.00,14876.54,,,
"San Diego",Weekly,"2025-01-12 00:00:00",Organic,1.910470144,30427.82,12030.08,2358.39,0.00,16039.34,,,
"San Diego",Weekly,"2025-01-06 00:00:00",Organic,1.988625409,27219.81,11474.57,2244.37,0.00,13500.87,,,
"San Francisco",Weekly,"2025-01-26 00:00:00",Organic,1.804100314,52437.65,13130.69,1998.23,0.00,37308.73,,,
"San Francisco",Weekly,"2025-01-19 00:00:00",Organic,1.724149520,60891.81,20265.46,2305.32,0.00,38321.04,,,
"San Francisco",Weekly,"2025-01-12 00:00:00",Organic,1.763580879,55490.57,12842.89,2830.89,0.00,39816.79,,,
"San Francisco",Weekly,"2025-01-06 00:00:00",Organic,1.885210739,67819.65,26377.72,2307.87,0.00,39134.06,,,
Seattle,Weekly,"2025-01-26 00:00:00",Organic,3.061034110,45178.25,472.71,30089.32,331.70,14284.53,,,
Seattle,Weekly,"2025-01-19 00:00:00",Organic,2.375949744,70505.51,1050.96,53373.04,824.04,15257.48,,,
Seattle,Weekly,"2025-01-12 00:00:00",Organic,2.386101567,84994.43,1393.32,66109.89,0.00,17491.22,,,
Seattle,Weekly,"2025-01-06 00:00:00",Organic,2.840245316,78243.96,3354.78,57269.24,0.00,17619.93,,,
"South Carolina",Weekly,"2025-01-26 00:00:00",Organic,1.536225126,47074.41,1310.49,2350.99,0.00,43412.93,,,
"South Carolina",Weekly,"2025-01-19 00:00:00",Organic,1.541397847,48837.59,838.21,3121.83,0.00,44877.55,,,
"South Carolina",Weekly,"2025-01-12 00:00:00",Organic,1.516076586,46521.67,273.65,2617.33,0.00,43630.69,,,
"South Carolina",Weekly,"2025-01-06 00:00:00",Organic,1.474855461,55337.11,545.55,2862.77,0.00,51928.80,,,
Spokane,Weekly,"2025-01-26 00:00:00",Organic,2.454540497,5873.75,119.51,2493.46,26.46,3234.31,,,
Spokane,Weekly,"2025-01-19 00:00:00",Organic,2.472104775,5865.60,83.50,2467.76,16.07,3298.27,,,
Spokane,Weekly,"2025-01-12 00:00:00",Organic,2.377922158,5901.40,46.92,2485.32,21.74,3347.42,,,
Spokane,Weekly,"2025-01-06 00:00:00",Organic,2.377709800,5600.21,120.91,2357.31,22.68,3099.32,,,
"St. Louis",Weekly,"2025-01-26 00:00:00",Organic,1.293108330,25699.04,4048.94,157.31,0.00,21492.78,,,
"St. Louis",Weekly,"2025-01-19 00:00:00",Organic,1.379048865,18638.89,3886.17,148.95,0.00,14603.76,,,
"St. Louis",Weekly,"2025-01-12 00:00:00",Organic,1.197963961,19894.18,3265.45,135.61,0.00,16493.12,,,
"St. Louis",Weekly,"2025-01-06 00:00:00",Organic,1.288450555,25720.69,6292.15,185.40,0.00,19243.14,,,
Syracuse,Weekly,"2025-01-26 00:00:00",Organic,1.346624592,11496.77,303.31,5.02,0.00,11188.44,,,
Syracuse,Weekly,"2025-01-19 00:00:00",Organic,1.433636618,8933.53,239.14,112.76,0.00,8581.63,,,
Syracuse,Weekly,"2025-01-12 00:00:00",Organic,1.665395292,6033.02,453.15,172.95,0.00,5406.93,,,
Syracuse,Weekly,"2025-01-06 00:00:00",Organic,1.436987427,9325.60,341.16,180.00,0.00,8804.44,,,
Tampa,Weekly,"2025-01-26 00:00:00",Organic,1.434212217,37554.25,217.24,193.52,0.00,37143.49,,,
Tampa,Weekly,"2025-01-19 00:00:00",Organic,1.521770845,26414.80,232.83,171.89,0.00,26010.09,,,
Tampa,Weekly,"2025-01-12 00:00:00",Organic,1.458743159,31170.47,156.47,197.08,0.00,30816.92,,,
Tampa,Weekly,"2025-01-06 00:00:00",Organic,1.364311817,37523.95,285.46,189.95,0.00,37048.55,,,
Toledo,Weekly,"2025-01-26 00:00:00",Organic,1.845582783,6236.86,134.70,1453.39,0.00,4648.77,,,
Toledo,Weekly,"2025-01-19 00:00:00",Organic,1.936476284,6946.08,914.01,1089.26,0.00,4942.81,,,
Toledo,Weekly,"2025-01-12 00:00:00",Organic,1.703241693,8920.83,591.69,1363.33,0.00,6965.81,,,
Toledo,Weekly,"2025-01-06 00:00:00",Organic,1.684856113,8858.81,376.40,1511.88,0.00,6970.53,,,
"West Tex/New Mexico",Weekly,"2025-01-26 00:00:00",Organic,1.434499748,38147.76,6009.45,817.93,0.00,31320.37,,,
"West Tex/New Mexico",Weekly,"2025-01-19 00:00:00",Organic,1.571819655,40924.99,10246.11,848.09,0.00,29830.79,,,
"West Tex/New Mexico",Weekly,"2025-01-12 00:00:00",Organic,1.417076254,56933.53,27043.97,669.76,0.00,29219.80,,,
"West Tex/New Mexico",Weekly,"2025-01-06 00:00:00",Organic,1.947095561,52364.15,23668.32,624.65,0.00,28071.19,,,
Wichita,Weekly,"2025-01-26 00:00:00",Organic,1.380262188,6633.30,2741.88,3.81,0.00,3887.62,,,
Wichita,Weekly,"2025-01-19 00:00:00",Organic,1.416970398,7798.14,2588.40,9.72,0.00,5200.03,,,
Wichita,Weekly,"2025-01-12 00:00:00",Organic,1.339379105,7114.20,2663.25,35.95,0.00,4415.00,,,
Wichita,Weekly,"2025-01-06 00:00:00",Organic,1.407949392,7849.73,2470.29,20.19,0.00,5359.25,,,
"Total U.S.",Weekly,"2025-01-26 00:00:00",Organic,1.611289639,2645917.24,291658.25,260082.46,487.62,2093688.91,,,
"Total U.S.",Weekly,"2025-01-19 00:00:00",Organic,1.628209428,2558688.22,329292.15,285686.51,1175.58,1942533.98,,,
"Total U.S.",Weekly,"2025-01-12 00:00:00",Organic,1.630073434,2573948.57,341917.03,307641.06,37.80,1924352.68,,,
"Total U.S.",Weekly,"2025-01-06 00:00:00",Organic,1.596011614,2840226.48,346787.43,281577.86,31.19,2211830.00,,,
California,Weekly,"2025-01-26 00:00:00",Organic,1.830393185,318190.81,102689.52,16576.57,0.00,198924.72,,,
California,Weekly,"2025-01-19 00:00:00",Organic,1.823185397,325505.70,117147.99,19223.01,0.00,189134.70,,,
California,Weekly,"2025-01-12 00:00:00",Organic,1.823462538,345372.22,111531.66,22564.39,0.00,211276.17,,,
California,Weekly,"2025-01-06 00:00:00",Organic,1.862429587,346520.75,124317.22,20964.83,0.00,201238.70,,,
"Great Lakes",Weekly,"2025-01-26 00:00:00",Organic,1.635324180,296769.95,10238.44,75389.92,0.00,211141.59,,,
"Great Lakes",Weekly,"2025-01-19 00:00:00",Organic,1.699687882,273353.26,12724.41,73131.40,0.00,187497.45,,,
"Great Lakes",Weekly,"2025-01-12 00:00:00",Organic,1.649473497,289282.28,14188.89,75194.12,0.00,199899.27,,,
"Great Lakes",Weekly,"2025-01-06 00:00:00",Organic,1.567301875,321758.79,14387.84,57459.80,0.00,249911.15,,,
Midsouth,Weekly,"2025-01-26 00:00:00",Organic,1.503238793,444167.16,11706.28,33596.23,0.00,398864.65,,,
Midsouth,Weekly,"2025-01-19 00:00:00",Organic,1.496574666,422852.18,14137.26,31294.63,0.00,377420.29,,,
Midsouth,Weekly,"2025-01-12 00:00:00",Organic,1.541826296,392730.27,14922.44,31323.51,0.00,346484.33,,,
